Red 1,Red 2,Red 3,Blue 1,Blue 2,Blue 3,Red Win,Blue Win
0,0,0.003571428571,0.2953571429,0.005,0.4478571429,1,0
0.08,0.02821428571,0.075,0.2375,0.1983333333,0.03458333333,1,0
0.008571428571,0.2516666667,0.21375,0.001071428571,0,0.02142857143,0,1
0.007857142857,0,0.003571428571,0.005833333333,0.1507142857,0.1329166667,1,0
0.01071428571,0.2385714286,0.01428571429,0.3982142857,0.0003571428571,0.03625,1,0
0.4142857143,0.0003571428571,0.006428571429,0.2964285714,0.003571428571,0.005,0,1
0.02142857143,0.01607142857,0.07541666667,0.1983333333,0.01111111111,0.01857142857,1,0
0.075,0.4703571429,0.4517857143,0.0575,0.04678571429,0.0325,0,1
0.003571428571,0.005833333333,0.21375,0.2375,0.2516666667,0,1,0
0.08,0.06392857143,0.02071428571,0.005833333333,0.007857142857,0,0,1
0.05464285714,0.001071428571,0.01214285714,0,0.2953571429,0.1329166667,1,0
0.4478571429,0.01071428571,0.01214285714,0.02821428571,0.3833333333,0.02142857143,0,1
0.0003571428571,0.3982142857,0.03458333333,0.2817857143,0,0.008571428571,0,1
0.003571428571,0.01857142857,0.03625,0.1507142857,0.2375,0.0575,1,0
0.006428571429,0.21375,0.07541666667,0.003571428571,0.0003571428571,0.06392857143,0,1
0.02071428571,0,0.05464285714,0.01428571429,0.04678571429,0.1983333333,0,1
0.2964285714,0.02821428571,0.01071428571,0.005833333333,0.01214285714,0.005833333333,0,1
0.2516666667,0.005,0,0.01607142857,0.4517857143,0.008571428571,1,0
0.3833333333,0.0003571428571,0.4703571429,0.03458333333,0,0.2953571429,0,1
0.01111111111,0.1329166667,0.4142857143,0,0.4478571429,0.02142857143,1,0
0.3608333333,0.5464375,0.07388888889,0.1108333333,0.3263392857,0.1827777778,0,1
0.4014107143,0.30375,0.02861111111,0.4252833333,0.1190625,0.1933333333,1,0
0.00775,0.001071428571,0.5013888889,0.4157142857,0.46545625,0.114375,1,0
0.253125,0.28875,0.603,0.4772,0.4782142857,0.2058333333,1,0
1.024821429,0.003611111111,0.4471458333,0.3222222222,0.5692857143,0.05638888889,1,0
0.3439464286,0.05657142857,0.9181,0.1912222222,0.542625,0.0140625,0,1
0.5003611111,0.17,0.111875,0.2245,0.435375,0.36875,1,0
0.4958333333,0.2519444444,0.1394285714,0.1264285714,0.55296875,0.0203125,0,1
0.627,0.531,0.05875,0.1496875,0.1865416667,0.2375,0,1
0.1679166667,0.6025,0.0746875,0.6600972222,0.08357142857,0.04125,0,1
0.1773125,0.5302857143,0.369,0.01464285714,0.2079027778,0.4423138889,0,1
0.2653125,0.1059375,0.2296428571,0.0971875,0.48328125,0.001944444444,1,0
0.30375,0.2058333333,0.2041666667,0.3292857143,0.4471458333,0.3222222222,1,0
0.001071428571,0.1912222222,0.5692857143,0.00775,0.4772,0.3263392857,0,1
0.1933333333,0.5003611111,0.3439464286,0.114375,0.1827777778,0.28875,0,1
0.0140625,0.2519444444,0.4157142857,1.024821429,0.3608333333,0.2245,1,0
0.253125,0.1496875,0.46545625,0.542625,0.02861111111,0.111875,0,1
0.5464375,0.6025,0.5013888889,0.4958333333,0.603,0.003611111111,1,0
0.05638888889,0.1190625,0.4423138889,0.9181,0.1108333333,0.6600972222,1,0
0.1865416667,0.07388888889,0.0746875,0.1679166667,0.1394285714,0.2079027778,1,0
0.531,0.5302857143,0.05657142857,0.1059375,0.435375,0.001944444444,0,1
0.1264285714,0.48328125,0.4014107143,0.05875,0.2041666667,0.1773125,0,1
0.01464285714,0.2375,0.369,0.04125,0.2653125,0.0203125,0,1
0.55296875,0.36875,0.627,0.2296428571,0.4252833333,0.4782142857,0,1
0.0971875,0.3292857143,0.1827777778,0.17,0.08357142857,0.1912222222,0,1
0.3608333333,0.111875,0.0140625,0.001071428571,0.4772,0.6025,1,0
1.024821429,0.2519444444,0.603,0.1496875,0.30375,0.542625,0,1
0.2245,0.00775,0.3222222222,0.02861111111,0.2079027778,0.6600972222,1,0
0.5013888889,0.253125,0.5003611111,0.5302857143,0.05638888889,0.1394285714,0,1
0.435375,0.4471458333,0.1865416667,0.4423138889,0.3263392857,0.1933333333,0,1
0.2058333333,0.1059375,0.01464285714,0.9181,0.4958333333,0.1679166667,1,0
0.05875,0.55296875,0.04125,0.1773125,0.36875,0.07388888889,1,0
0.369,0.531,0.28875,0.627,0.4014107143,0.0971875,1,0
0.4782142857,0.1190625,0.2041666667,0.0203125,0.0746875,0.001944444444,0,1
0.05657142857,0.46545625,0.5464375,0.2296428571,0.2375,0.3292857143,0,1
0.003611111111,0.114375,0.17,0.48328125,0.4157142857,0.4252833333,1,0
0.08357142857,0.2653125,0.1108333333,0.5692857143,0.1264285714,0.3439464286,1,0
0.603,0.1865416667,0.1827777778,0.253125,1.024821429,0.001071428571,1,0
0.1912222222,0.1933333333,0.01464285714,0.5003611111,0.3222222222,0.6025,1,0
0.435375,0.05875,0.1394285714,0.4958333333,0.30375,0.6600972222,1,0
0.1679166667,0.4471458333,0.4014107143,0.627,0.2245,0.5302857143,1,0
0.0746875,0.2041666667,0.02861111111,0.36875,0.2519444444,0.531,1,0
0.3263392857,0.55296875,0.46545625,0.1190625,0.04125,0.05657142857,0,1
0.9181,0.0971875,0.114375,0.001944444444,0.1496875,0.4772,0,1
0.2375,0.1773125,0.1108333333,0.111875,0.28875,0.5013888889,1,0
0.4782142857,0.05638888889,0.542625,0.5464375,0.4423138889,0.48328125,1,0
0.5692857143,0.0203125,0.2079027778,0.17,0.2296428571,0.0140625,0,1
0.4252833333,0.00775,0.3439464286,0.3608333333,0.3292857143,0.369,1,0
0.1264285714,0.07388888889,0.08357142857,0.003611111111,0.1059375,0.4157142857,1,0
0.6600972222,0.2653125,0.2519444444,0.2058333333,0.4014107143,0.1865416667,0,1
0.30375,1.024821429,0.36875,0.46545625,0.627,0.01464285714,0,1
0.4958333333,0.4471458333,0.1496875,0.05657142857,0.0746875,0.5003611111,0,1
0.2041666667,0.04125,0.9181,0.603,0.111875,0.1933333333,0,1
0.1108333333,0.55296875,0.05638888889,0.531,0.1679166667,0.114375,1,0
0.2375,0.253125,0.0971875,0.2079027778,0.0140625,0.1190625,0,1
0.3263392857,0.17,0.542625,0.001944444444,0.00775,0.05875,0,1
0.4157142857,0.1394285714,0.1912222222,0.28875,0.5464375,0.5692857143,1,0
0.6025,0.369,0.2245,0.001071428571,0.2058333333,0.2296428571,0,1
0.1059375,0.4772,0.1264285714,0.1827777778,0.5013888889,0.4423138889,1,0
0.4252833333,0.07388888889,0.5302857143,0.4782142857,0.3439464286,0.2653125,1,0
0.0203125,0.1773125,0.48328125,0.08357142857,0.3222222222,0.3608333333,1,0
0.02861111111,0.003611111111,0.04125,0.3292857143,0.435375,0.1108333333,1,0
0.0140625,0.2375,0.36875,0.4014107143,0.05638888889,0.4958333333,1,0
0.01464285714,0.253125,0.00775,0.627,0.05657142857,0.2519444444,1,0
0.2079027778,0.3263392857,1.024821429,0.2041666667,0.6600972222,0.28875,1,0
0.0746875,0.369,0.4471458333,0.55296875,0.4157142857,0.111875,0,1
0.001071428571,0.17,0.1059375,0.542625,0.1394285714,0.1190625,1,0
0.9181,0.05875,0.4772,0.2653125,0.5003611111,0.5464375,1,0
0.4423138889,0.2296428571,0.0203125,0.07388888889,0.114375,0.30375,0,1
0.4782142857,0.5692857143,0.1496875,0.6025,0.3292857143,0.1773125,0,1
0.3608333333,0.3439464286,0.003611111111,0.1933333333,0.0971875,0.2245,0,1
0.531,0.001944444444,0.4252833333,0.2058333333,0.5013888889,0.08357142857,1,0
0.1912222222,0.1679166667,0.1827777778,0.46545625,0.48328125,0.435375,1,0
0.02861111111,0.603,0.3222222222,0.1865416667,0.5302857143,0.1264285714,0,1
0.05657142857,0.4958333333,0.2041666667,0.1108333333,0.369,0.001071428571,0,1
0.2079027778,0.542625,0.4772,0.4014107143,0.04125,0.4157142857,0,1
0.114375,0.36875,0.2653125,0.4471458333,0.253125,0.3263392857,0,1
0.00775,0.0140625,0.30375,0.1059375,0.1773125,0.5464375,1,0
0.05638888889,0.28875,0.2245,0.07388888889,0.01464285714,0.3292857143,0,1
0.1394285714,0.111875,0.001944444444,0.3439464286,1.024821429,0.4423138889,1,0
0.435375,0.08357142857,0.1679166667,0.2519444444,0.2375,0.4782142857,1,0
0.1865416667,0.46545625,0.6025,0.0971875,0.1264285714,0.17,0,1
0.0203125,0.4252833333,0.02861111111,0.1912222222,0.05875,0.603,1,0
0.1933333333,0.2058333333,0.5692857143,0.5302857143,0.1496875,0.55296875,0,1
0.48328125,0.9181,0.3608333333,0.0746875,0.5013888889,0.627,0,1
0.5003611111,0.1827777778,0.6600972222,0.003611111111,0.2296428571,0.531,0,1
0.3222222222,0.01464285714,0.4958333333,0.4772,0.4157142857,0.1190625,1,0
0.04125,0.30375,0.2079027778,0.3439464286,0.001071428571,0.05638888889,0,1
0.5464375,0.114375,0.435375,0.369,1.024821429,0.08357142857,1,0
0.2519444444,0.001944444444,0.4014107143,0.4471458333,0.6025,0.1108333333,1,0
0.111875,0.05875,0.4782142857,0.1394285714,0.05657142857,0.0971875,1,0
0.46545625,0.2245,0.2375,0.5692857143,0.603,0.1059375,1,0
0.55296875,0.3608333333,0.5013888889,0.2041666667,0.1865416667,0.1912222222,0,1
0.4423138889,0.627,0.5003611111,0.17,0.02861111111,0.2058333333,0,1
0.542625,0.3222222222,0.1773125,0.0746875,0.1827777778,0.2653125,0,1
0.1190625,0.28875,0.5302857143,0.36875,0.003611111111,0.00775,0,1
0.48328125,0.1933333333,0.07388888889,0.6600972222,0.0140625,0.253125,0,1
0.2296428571,0.1264285714,0.3263392857,0.1496875,0.4252833333,0.1679166667,0,1
0.3292857143,0.0203125,0.001071428571,0.531,0.9181,0.4471458333,1,0
0.1059375,0.4958333333,0.114375,0.04125,0.5692857143,0.2519444444,1,0
0.08357142857,0.5464375,0.4014107143,0.111875,0.01464285714,0.1865416667,1,0
0.05638888889,0.2079027778,0.2058333333,0.05875,0.3608333333,0.05657142857,1,0
0.1827777778,0.001944444444,0.2375,0.30375,0.2245,0.55296875,1,0
0.6025,0.542625,0.003611111111,0.1394285714,0.2041666667,0.627,1,0
